species_id,scientific_name,aphia_id_lsid,family,genus,common_name,habitat_zone,depth_min_m,depth_max_m,ecological_response,evidence_source,temp_pref_min_c,temp_pref_max_c,salinity_min_psu,salinity_max_psu,hypoxia_avoidance_threshold_umol_kg
GNATHANODON_SPECIOSUS,Gnathanodon speciosus,urn:lsid:marinespecies.org:taxname:218429,Carangidae,Gnathanodon,Golden trevally,reef-associated,0.0,80.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults occur in deep lagoon and seaward reefs where they feed by rooting for crustaceans and fossorial invertebrates in the sand but they also feed on small fishes (Ref. 9710, 90102).  Small juveniles live among the tentacles of jellyfish (Ref. 9710).  Adults form schools and are also noted for their behavior to closely swim around sharks and other large fishes, and also follow divers (Ref. 10361). Juveniles particularly display this piloting behavior  to gain protection from likely predators (Ref. 9710, 90102).  Marketed fresh and salted or dried (Ref. 9283).  Juveniles are used in the aquarium trade.  Minimum depth reported taken from Ref. 128797. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
BOTHUS_MANCUS,Bothus mancus,urn:lsid:marinespecies.org:taxname:219796,Bothidae,Bothus,Flowery flounder,reef-associated,3.0,150.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabit sandy bottoms of coastal coral reefs (Ref. 5213, 48637), generally in shallow water (Ref. 9281).  Benthic (Ref. 58302).  Hunt mostly at night, but also active during the day.  Often crawling over low rocky reef (Ref. 48637).  Occasionally rest on bare rock (Ref. 1602).  Feed on fishes, crabs and shrimps.  Collected by divers (Ref. 9824). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
GERRES_FILAMENTOSUS,Gerres filamentosus,urn:lsid:marinespecies.org:taxname:218524,Gerreidae,Gerres,Whipfin silver-biddy,demersal,1.0,50.0,"Habitat zone: demersal. Biology & Ecological Notes: Adults are coastal inhabitants found on soft bottoms (Ref. 44894), over sandy substrate (Ref. 12693).  Juveniles are found in brackish mangrove estuaries, sometimes enter fresh water (Ref. 2847, 44894), lakes (Ref. 4323), tidal creeks (Ref. 44894) and lower freshwater reaches of rivers (Ref. 12915).  Feed on small crustaceans, polychaetes and forams on sand or muddy-sand bottoms (Ref. 12915), worms and insect larvae (Ref. 12693).   Length at first reproduction was reported to be around 12 cm SL,  for a population in a South African estuary (D. Woodland, pers.comm. 07/13).  Salted or made into fish sauce. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
BRACHIONUS_PLICATILIS,Brachionus plicatilis,urn:lsid:marinespecies.org:taxname:134982,Brachionidae,Brachionus,,benthic,,,"Habitat zone: benthic. Biology & Ecological Notes: Euryhaline, brackish-water species.  Found on inland salt springs, and beach and shoreline (Ref. 116124). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PLEUROSICYA_MICHELI,Pleurosicya micheli,urn:lsid:marinespecies.org:taxname:219544,Gobiidae,Pleurosicya,Michel's ghost goby,reef-associated,10.0,50.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabit coastal reef slopes, usually on hard corals to about 30 meters depth.  Sometimes found on the mantle of clams and eggs are usually laid on ascidians (Ref. 48637).  Benthic (Ref. 58302).  The species is generally commensal on hard corals. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
SOLEICHTHYS_TUBIFERUS,Soleichthys tubiferus,urn:lsid:marinespecies.org:taxname:282824,Soleidae,Soleichthys,,demersal,,,Marine organism residing in demersal zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
UPENEUS_MASCAREINSIS,Upeneus mascareinsis,urn:lsid:marinespecies.org:taxname:273670,Mullidae,Upeneus,Mascarene goatfish,demersal,100.0,400.0,Marine organism residing in demersal zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase,18.0,26.0,34.0,36.2,45.0
GENICANTHUS_CAUDOVITTATUS,Genicanthus caudovittatus,urn:lsid:marinespecies.org:taxname:211794,Pomacanthidae,Genicanthus,Zebra angelfish,reef-associated,2.0,70.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits shallow waters in the Red Sea; deeper in the Andaman Sea, usually at depths of 40 m or more.  Caudal fin tips very long (Ref. 48636).  A single male is usually seen with several females, commonly on steep slopes.  Feeds on planktonic food several meters above the bottom. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
PHERUSA_TROPICA,Pherusa tropica,urn:lsid:marinespecies.org:taxname:334496,Flabelligeridae,Pherusa,,benthic,73.0,1002.7,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
ASERAGGODES_DIRINGERI,Aseraggodes diringeri,urn:lsid:marinespecies.org:taxname:403318,Soleidae,Aseraggodes,,demersal,0.0,35.0,Habitat zone: demersal. Biology & Ecological Notes: Collected from clear water in a coral-reef environment; the deepest from sand beneath a ledge in 35 m depth (Ref. 57561). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
CHAETODON_GUTTATISSIMUS,Chaetodon guttatissimus,urn:lsid:marinespecies.org:taxname:218722,Chaetodontidae,Chaetodon,Peppered butterflyfish,reef-associated,3.0,30.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabit lagoon and seaward reefs (Ref. 9710).  Occur in pairs or small groups (Ref. 9710, 48636).  Feed on polychaetes, coral polyps, and algae (Ref. 9710).  Oviparous (Ref. 205).  Form pairs during breeding (Ref. 205). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
PARUPENEUS_PLEUROSTIGMA,Parupeneus pleurostigma,urn:lsid:marinespecies.org:taxname:218656,Mullidae,Parupeneus,Sidespot goatfish,reef-associated,1.0,120.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Primarily an insular species (Ref. 30573).  Usually solitary, it occurs in seagrass beds (Ref. 41878) as well as over sand, rubble, or coral and rock bottoms of shallow lagoon and seaward reefs to a depth of at least 46 m (Ref. 30874).  Benthopelagic (Ref. 58302).  Feeds on benthic animals like crabs, polychaetes and other worms during the day (Ref. 30874), also shrimps, heart urchins, gastropods, pelecypods, foraminiferans, brittle stars, and fishes (Ref. 37816). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
CHROMIS_VIRIDIS,Chromis viridis,urn:lsid:marinespecies.org:taxname:212811,Pomacentridae,Chromis,Blue green damselfish,reef-associated,1.0,20.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults are found in large aggregations above thickets of branching <i>Acropora</i> corals in sheltered areas such as subtidal reef flats and lagoons.  Juveniles closely tied to individual coral heads (Ref. 9710).  Phytoplankton feeders.  Breeding is done on sand and rubble.  Males prepare nest for spawning which is shared with several females.  Large number of eggs spawned hatching in 2-3 days.  Males guard the nest ventilating fertilized egg with their caudal fins and feeding on those which do not hatch.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205). Diurnal species (Ref. 54980; 113699). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
OPHIOCARA_POROCEPHALA,Ophiocara porocephala,urn:lsid:marinespecies.org:taxname:219359,Eleotridae,Ophiocara,Northern mud gudgeon,demersal,0.0,5.0,"Habitat zone: demersal. Biology & Ecological Notes: Adults occur in brackish estuaries, river mouths and freshwater creeks (Ref. 2847, 48637, 44894).  Found in the lower courses of rivers, often upstream from the tidal zone (Ref. 12693).  Young are usually found while wading in rocky creeks near the coast (Ref. 2847).  Marketed fresh (Ref. 12693). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
BATHYGOBIUS_COCOSENSIS,Bathygobius cocosensis,urn:lsid:marinespecies.org:taxname:209216,Gobiidae,Bathygobius,Cocos frill-goby,reef-associated,0.0,10.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Lives among rubble, in sand pockets, or on reef rock and is abundant on silty intertidal reef flats (Ref. 9360, 58302).  Benthic (Ref. 58302).  Gut analysis composed of  polychaetes, isopods, amphipods, and brachyurans (Ref. 9360, 48637). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
ANTENNABLENNIUS_BIFILUM,Antennablennius bifilum,urn:lsid:marinespecies.org:taxname:219239,Blenniidae,Antennablennius,Horned rockskipper,demersal,18.0,37.0,"Habitat zone: demersal. Biology & Ecological Notes: Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
CIRRIPECTES_RANDALLI,Cirripectes randalli,urn:lsid:marinespecies.org:taxname:219267,Blenniidae,Cirripectes,,demersal,0.0,8.0,"Habitat zone: demersal. Biology & Ecological Notes: Adults occur on coral patches in surge channels of rocky reefs with light surf, 0-8 m deep (Ref. 529).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
PARASTROMATEUS_NIGER,Parastromateus niger,urn:lsid:marinespecies.org:taxname:218431,Carangidae,Parastromateus,Black pomfret,reef-associated,15.0,105.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults inhabit coastal areas with muddy substrate.  Found near the bottom during daytime and near the surface at night.  They also enter estuaries (Ref. 1479).  Normally form large schools (Ref. 5213).  Swim on its side near the surface (Ref. 3197).  Feed on zooplankton (Ref. 30573).  Excellent food fish (Ref. 3197); marketed fresh, may be dried or salted (Ref. 5284). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
SCOMBEROIDES_LYSAN,Scomberoides lysan,urn:lsid:marinespecies.org:taxname:218434,Carangidae,Scomberoides,Doublespotted queenfish,reef-associated,0.0,100.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Found only in relatively clear waters (Ref. 32693), adults in clear lagoon and seaward reefs, juveniles in shallow inshore and brackish waters (Ref. 9710).  Pelagic (Ref. 58302).  Mainly solitary but sometimes form small loose groups (Ref. 48635).  Adults feed on small fishes and crustaceans (Ref. 5213) while juveniles feed on scales and epidermal tissues torn from other schooling fishes (Ref. 9710, 90102).  Venom glands were not visible, not able to be confirmed in specimen (Ref. 57406).  Utilized fresh, dried or salted or frozen (Ref. 9987). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
CHEILINUS_FASCIATUS,Cheilinus fasciatus,urn:lsid:marinespecies.org:taxname:323282,Labridae,Cheilinus,Redbreasted wrasse,reef-associated,4.0,80.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults inhabit lagoon and seaward reefs, usually in areas with mixed coral, sand, and rubble (Ref. 9710). Young common on silty reefs, usually along edges with algae-rubble and sand (Ref. 48636). Juveniles are secretive. Individuals often solitary and mainly on sand and rubble substrata near coral reefs, but more common in protected than exposed areas, generally at depths less than 20 m. (Ref. 117607). Feed mainly on benthic, hard-shelled invertebrates, including mollusks, crustaceans and sea urchins (Ref. 5374).  Oviparous, distinct pairing during breeding (Ref. 205). Caught on hook-and-line with some frequency, this species is marketed in small numbers. Occasionally seen in the aquarium trade (Ref. 9823).  Maximum depth reported taken from Ref. 128797. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
FABRICIA,Fabricia,urn:lsid:marinespecies.org:taxname:129529,Fabriciidae,Fabricia,,benthic,5.0,11.0,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
BALISTAPUS_UNDULATUS,Balistapus undulatus,urn:lsid:marinespecies.org:taxname:219874,Balistidae,Balistapus,Orange-lined triggerfish,reef-associated,0.0,60.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults which are territorial in nature occur in coral-rich areas of deep lagoon and seaward reefs from the lower surge zone to at least 50 meters (Ref. 48637). They feed on a variety of benthic organisms such as algae, echinoderms, fishes, mollusks, tunicates, sponges, and hydrozoans. Eggs are laid as one cluster in a shallow excavation on sand or rubble along channels. (Ref. 1602). Marketed fresh and dried-salted (Ref. 9770). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
BALISTOIDES_CONSPICILLUM,Balistoides conspicillum,urn:lsid:marinespecies.org:taxname:219876,Balistidae,Balistoides,Clown triggerfish,reef-associated,1.0,75.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Lives in clear coastal to outer reef habitats (Ref. 48637).  Occurs in clear seaward reefs adjacent to steep drop-offs.  A solitary species (Ref. 9710).  Uncommon to rare throughout most of its range (Ref. 9770).  Adults usually seen along deep drop-offs, swimming about openly and may retreat to caves when approached.  Juveniles secretive in small caves with rich invertebrate growth (Ref. 48637).  Diet consists of sea urchins, crabs and other crustaceans, mollusks, and tunicates (Ref. 9770).  Marketed fresh (Ref. 9770).  Among the most highly prized aquarium fishes (Ref. 1602). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
PLATAX_ORBICULARIS,Platax orbicularis,urn:lsid:marinespecies.org:taxname:218711,Ephippidae,Platax,Orbicular batfish,reef-associated,0.0,30.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Live in shallow protected coastal waters to deep, somewhat silty habitats. Often with deep shipwrecks (Ref. 48637).  Adults are found singly or in small groups and occasionally in large schools in some areas.  Juveniles occur singly or in small groups among mangroves and inner sheltered lagoons  while adults move out to open waters over sandy areas of deep lagoons, channels, and seaward reefs to a depth of at least 30 m.  Feed on algae, invertebrates and small fishes (Ref. 89972). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
HETERELEOTRIS_MARGARETAE,Hetereleotris margaretae,urn:lsid:marinespecies.org:taxname:219500,Gobiidae,Hetereleotris,Smooth-scale goby,reef-associated,,,Marine organism residing in reef-associated zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
ANAMPSES_CAERULEOPUNCTATUS,Anampses caeruleopunctatus,urn:lsid:marinespecies.org:taxname:218920,Labridae,Anampses,Bluespotted wrasse,reef-associated,3.0,30.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults are found on the surge zone of coral reefs or rocky coasts (Ref. 9710, 58534).  They occur singly or in pairs (Ref. 9710).  Tiny juveniles swim with head towards the bottom and slowly undulate the body, looking like a floating leaf in the current (Ref. 48636).  Young feed primarily on small crustaceans and polychaetes, adults switch to larger crustaceans and mollusks as well as polychaetes (Ref. 1602).  They bury at night (Ref. 9710).  Oviparous, distinct pairing during breeding (Ref. 205).  Occasionally trawled (Ref. 30573).  Not common in fish markets.  Minimum depth reported taken from Ref. 30874. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
CANTHIGASTER_RIVULATA,Canthigaster rivulata,urn:lsid:marinespecies.org:taxname:219937,Tetraodontidae,Canthigaster,Brown-lined puffer,reef-associated,0.0,350.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits rocky and coral reefs (Ref. 9710).  Benthopelagic (Ref. 58302).  A deep water species known from trawls, rarely seen by diving and occasionally visits deep sandy slopes where upwellings occur (Ref. 48637). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
LETHRINUS_HARAK,Lethrinus harak,urn:lsid:marinespecies.org:taxname:212063,Lethrinidae,Lethrinus,Thumbprint emperor,reef-associated,0.0,20.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Found solitary or in small schools over shallow sandy, coral rubble, mangroves, lagoons, channel and seagrass areas inshore and adjacent to coral reefs.  Feeds on polychaetes, crustaceans, mollusks, echinoderms and small fish.  Reported to spawn throughout the year during the first five days of the lunar month in large aggregations in Palau. Caught mostly by shore seine, gill nets, traps, and handline. Marketed mostly fresh (Ref. 171, 68703); flesh spoils rapidly (Ref. 4369). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
CIRRHITUS_PINNULATUS,Cirrhitus pinnulatus,urn:lsid:marinespecies.org:taxname:218862,Cirrhitidae,Cirrhitus,Stocky hawkfish,reef-associated,0.0,23.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits reef fronts and rocky shorelines exposed to moderate to strong surge to depths of about 3 m (Ref. 9947).  Benthic (Ref. 58302).  Feeds primarily on crabs, also takes other crustaceans, small fishes, sea urchins or brittle stars.  Marketed fresh (Ref. 9947). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
CHILOMYCTERUS_RETICULATUS,Chilomycterus reticulatus,urn:lsid:marinespecies.org:taxname:219964,Diodontidae,Chilomycterus,Spotfin burrfish,reef-associated,20.0,100.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults found in reefs and over soft  bottoms to depths of 100 m, but may occur deeper in the tropics (Ref. 30573).  Often found washed up on beaches.  Known to brace themselves against the substrate to sleep at night (Ref. 4930).  Appear to be active during the day.  Juveniles often with floating weeds (Ref. 48637).  Solitary.  Juveniles pelagic in oceanic surface waters (Ref. 30573).  Feed on hard-shelled invertebrates.  Not usually marketed. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
NASO_BREVIROSTRIS,Naso brevirostris,urn:lsid:marinespecies.org:taxname:219671,Acanthuridae,Naso,Spotted unicornfish,reef-associated,0.0,122.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabit mid-waters along steep outer lagoon and seaward reef drop-offs.  Also found along rocky shores (Ref. 30573, 48637).  Benthopelagic (Ref. 58302).  Usually in small groups but form large schools in oceanic locations or on reefs subject to strong currents (Ref. 48637).  Juveniles and subadults feed on benthic algae; adults feed on zooplankton.  Pair spawning has been observed.  Caught with nets (Ref. 30573).  Minimum depth reported taken from Ref. 128797. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
AROTHRON_MELEAGRIS,Arothron meleagris,urn:lsid:marinespecies.org:taxname:219926,Tetraodontidae,Arothron,Guineafowl puffer,reef-associated,1.0,73.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Occurs in coral-rich areas of clear lagoon and seaward reefs, Ref. 48637.  Prefers oceanic localities (Ref. 48637). Solitary (Ref. 90102). Benthopelagic (Ref. 58302).  Feeds mainly on tips of branching corals and to a lesser extent on sponges, mollusks, bryozoans, tunicates, forams, algae, and detritus. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
EXALLIAS_BREVIS,Exallias brevis,urn:lsid:marinespecies.org:taxname:219286,Blenniidae,Exallias,Leopard blenny,reef-associated,3.0,20.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults occur on clear coastal reefs, often in bays and semi-exposed habitats (Ref. 48636).  Found on the seaward edge of reefs, among corals like <i>Acropora</i>, <i>Pocillopora</i>, <i>Seriatopora</i>, <i>Porites</i>, and <i>Millepora</i> where they feed on coral tissues (Ref. 1602).  Benthic (Ref. 58302).  Males prepare nesting sites by overgrazing a patch of coral (Ref. 9710).   Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).  Minimum depth reported taken from Ref. 30874. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
TRICHONOTUS_SETIGER,Trichonotus setiger,urn:lsid:marinespecies.org:taxname:279123,Trichonotidae,Trichonotus,Spotted sand-diver,reef-associated,10.0,80.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Found in steep sand slopes in large aggregations (Ref. 8631).  Hovers above clean sandy bottoms; darts into the sand when disturbed.  Usually slightly silty habitat.  Usually seen resting on substrate, leaving substrate to grab prey from zooplankton floating over, or when displaying (Ref. 48636). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
BODIANUS_PERDITIO,Bodianus perditio,urn:lsid:marinespecies.org:taxname:218934,Labridae,Bodianus,Golden-spot hogfish,reef-associated,10.0,120.0,"Habitat zone: reef-associated. Biology & Ecological Notes: This species is reported to be found on deep offshore reefs as adults, but juveniles may occur as shallow as 9 m (Ref. 75973).  Also, adults inhabit the vicinity of coral and rocky reefs, often over sand or rubble in deeper water.  Feed mainly on benthic invertebrates such as mollusks and crustaceans (Ref. 9823).  Oviparous, distinct pairing during breeding (Ref. 205).  An excellent food fish (Ref. 3132). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
LUCIFER_TYPUS,Lucifer typus,urn:lsid:marinespecies.org:taxname:107122,Luciferidae,Lucifer,,pelagic,0.0,732.0,"Habitat zone: pelagic. Biology & Ecological Notes: Minimum depth from Ref. 96905. Planktonic (Refs. 75706, 97477).  Motile suspension feeder (Ref. 125928). Environmental tolerance limits: Preferred Temp 12.0–19.0 °C; Salinity 34.5–35.8 PSU; Hypoxia avoidance floor 30.0 µmol/kg.",SeaLifeBase,12.0,19.0,34.5,35.8,30.0
MEDIOMASTUS,Mediomastus,urn:lsid:marinespecies.org:taxname:129218,Capitellidae,Mediomastus,,benthic,5.0,88.7,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
APOLEMICHTHYS_GUEZEI,Apolemichthys guezei,urn:lsid:marinespecies.org:taxname:211788,Pomacanthidae,Apolemichthys,Reunion angelfish,reef-associated,60.0,80.0,Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits deep seaward reefs (Ref. 9710).  Unknown to the aquarium hobby; its maintenance is probably similar to that of <i>A. trimaculatus</i>. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
SCOMBEROMORUS_COMMERSON,Scomberomorus commerson,urn:lsid:marinespecies.org:taxname:127024,Scombridae,Scomberomorus,Narrow-barred Spanish mackerel,pelagic-neritic,10.0,70.0,"Habitat zone: pelagic-neritic. Biology & Ecological Notes: A pelagic fish, inhabiting near edge of continental shelf to shallow coastal waters, often of low salinity and high turbidity (Ref. 30199, 48637); also found in drop-offs, and shallow or gently sloping reef and lagoon waters (Ref. 1602, 48637).  Feed primarily on small fishes like anchovies, clupeids, carangids, also squids and penaeoid shrimps.  Usually hunts solitary and often swim in shallow water along coastal slopes (Ref. 48637). Eggs and larvae are pelagic (Ref. 6769). Caught mainly with drift gill nets, bamboo stake traps, midwater trawls, and by trolling. Marketed mainly fresh; also dried-salted; commonly made into fish balls (Ref. 9684), frozen, smoked, and canned (Ref. 9987). A lipid-soluble toxin, similar to ciguatoxin has been found in the flesh of specimens caught on the east coast of Queensland, Australia. Known to undertake lengthy long-shore migrations, but permanent resident populations also seem to exist. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
